"Submitted","HTML Block","第一部分：基本資料","1.單位名稱","2.單位總員工人數","3.工程領域","點選說明","其他，請說明","第二部分：工程與科技領域從業人員統計","1.	員工人數：（請依人員之專長領域填寫對應欄位之員工人數）","男性專任人數","土木營建領域專長 男性 專任 人數","建築、都市規劃領域專長 男性 專任 人數","電子電機領域專長 男性 專任 人數","資訊通訊領域專長 男性 專任 人數","化工材料領域專長 男性 專任 人數","生技醫工領域專長 男性 專任 人數","環工綠能領域專長 男性 專任 人數","機械領域專長 男性 專任 人數","其他領域專長 男性 專任 人數","非工程與科技領域專長 男性 專任 人數","女性專任人數","土木營建領域專長 女性 專任 人數","建築、都市規劃領域專長 女性 專任 人數","電子電機領域專長 女性 專任 人數","資訊通訊領域專長 女性 專任 人數","化工材料領域專長 女性 專任 人數","生技醫工領域專長 女性 專任 人數","環工綠能領域專長 女性 專任 人數","機械領域專長 女性 專任 人數","其他領域專長 女性 專任 人數","非工程與科技領域專長 女性 專任 人數","2.各領域專長人員","(1) 年資分布情形：","土木營建領域專長 男性 人數","服務年資1~5年","服務年資6~10年","服務年資11~15年","服務年資16~20年","服務年資21~25年","服務年資25年以上","土木營建領域專長 女性 人數","建築、都市規劃部門 - 男性","建築、都市規劃部門 - 女性","電子電機部門 - 男性","電子電機部門 - 女性","資訊通訊部門 - 男性","資訊通訊部門 - 女性","化工材料部門 - 男性","化工材料部門 - 女性","生技醫工部門 - 男性","生技醫工部門 - 女性","環工綠能部門 - 男性","環工綠能部門 - 女性","機械部門 - 男性","機械部門 - 女性","其他部門 - 男性","其他部門 - 女性","(2) 管理職人員年資分布情形：","土木營建領域專長 男性 管理職 人數","管理職年資1~5年","管理職年資6~10年","管理職年資11~15年","管理職年資16~20年","管理職年資21~25年","管理職年資25年以上","土木營建領域專長 女性 管理職 人數","建築、都市規劃領域專長 男性 管理職 人數","建築、都市規劃領域專長 女性 管理職 人數","電子電機領域專長 男性 管理職 人數","電子電機領域專長 女性 管理職 人數","資訊通訊領域專長 男性 管理職 人數","資訊通訊領域專長 女性 管理職 人數","化工材料領域專長 男性 管理職 人數","化工材料領域專長 女性 管理職 人數","生技醫工領域專長 男性 管理職 人數","生技醫工領域專長 女性 管理職 人數","環工綠能領域專長 男性 管理職 人數","環工綠能領域專長 女性 管理職 人數","機械領域專長 男性 管理職 人數","機械領域專長 女性 管理職 人數","其他領域專長 男性 管理職 人數","其他領域專長 女性 管理職 人數","(3)各階管理職人員人數：","初階管理職","土木營建領域專長 男性 初階管理職 人數","35歲以下","36-45歲","46-55歲","56-65歲","66歲以上","土木營建領域專長 女性 初階管理職 人數","建築、都市規劃領域專長 男性 初階管理職 人數","建築、都市規劃領域專長 女性 初階管理職 人數","65歲以上","電子電機領域專長 男性 初階管理職 人數","電子電機領域專長 女性 初階管理職 人數","資訊通訊領域專長 男性 初階管理職 人數","資訊通訊領域專長 女性 初階管理職 人數","化工材料領域專長 男性 初階管理職 人數","化工材料領域專長 女性 初階管理職 人數","生技醫工領域專長 男性 初階管理職 人數","生技醫工領域專長 女性 初階管理職 人數","環工綠能領域專長 男性 初階管理職 人數","環工綠能領域專長 女性 初階管理職 人數","機械領域專長 男性 初階管理職 人數","機械領域專長 女性 初階管理職 人數","其他領域專長 男性 初階管理職 人數","其他領域專長 女性 初階管理職 人數","中階管理職","土木營建領域專長 男性 中階管理職 人數","土木營建領域專長 女性 中階管理職 人數","建築、都市規劃領域專長 男性 中階管理職 人數","建築、都市規劃領域專長 女性 中階管理職 人數","電子電機領域專長 男性 中階管理職 人數","電子電機領域專長 女性 中階管理職 人數","資訊通訊領域專長 男性 中階管理職 人數","資訊通訊領域專長 女性 中階管理職 人數","化工材料領域專長 男性 中階管理職 人數","化工材料領域專長 女性 中階管理職 人數","生技醫工領域專長 男性 中階管理職 人數","生技醫工領域專長 女性 中階管理職 人數","環工綠能領域專長 男性 中階管理職 人數","環工綠能領域專長 女性 中階管理職 人數","機械領域專長 男性 中階管理職 人數","機械領域專長 女性 中階管理職 人數","其他領域專長 男性 中階管理職 人數","其他領域專長 女性 中階管理職 人數","高階管理職","土木營建領域專長 男性 高階管理職 人數","土木營建領域專長 女性 高階管理職 人數","建築、都市規劃領域專長 男性 高階管理職 人數","建築、都市規劃領域專長 女性 高階管理職 人數","電子電機領域專長 男性 高階管理職 人數","45-55歲","電子電機領域專長 女性 高階管理職 人數","資訊通訊領域專長 男性 高階管理職 人數","資訊通訊領域專長 女性 高階管理職 人數","化工材料領域專長 男性 高階管理職 人數","化工材料領域專長 女性 高階管理職 人數","生技醫工領域專長 男性 高階管理職 人數","生技醫工領域專長 女性 高階管理職 人數","環工綠能領域專長 男性 高階管理職 人數","環工綠能領域專長 女性 高階管理職 人數","機械領域專長 男性 高階管理職 人數","機械領域專長 女性 高階管理職 人數","其他領域專長 男性 高階管理職 人數","其他領域專長 女性 高階管理職 人數","(4)各階專業職級人員人數：","初階專業職級","土木營建領域專長 男性 初階專業職級 人數","土木營建領域專長 女性 初階專業職級 人數","建築、都市規劃領域專長 男性 初階專業職級 人數","建築、都市規劃領域專長 女性 初階專業職級 人數","電子電機領域專長 男性 初階專業職級 人數","電子電機領域專長 女性 初階專業職級 人數","資訊通訊領域專長 男性 初階專業職級 人數","資訊通訊領域專長 女性 初階專業職級 人數","化工材料領域專長 男性 初階專業職級 人數","化工材料領域專長 女性 初階專業職級 人數","生技醫工領域專長 男性 初階專業職級 人數","生技醫工領域專長 女性 初階專業職級 人數","環工綠能領域專長 男性 初階專業職級 人數","環工綠能領域專長 女性 初階專業職級 人數","機械領域專長 男性 初階專業職級 人數","機械領域專長 女性 初階專業職級 人數","其他領域專長 男性 初階專業職級 人數","其他領域專長 女性 初階專業職級 人數","中階專業職級","土木營建領域專長 男性 中階專業職級 人數","土木營建領域專長 女性 中階專業職級 人數","建築、都市規劃領域專長 男性 中階專業職級 人數","建築、都市規劃領域專長 女性 中階專業職級 人數","電子電機領域專長 男性 中階專業職級 人數","電子電機領域專長 女性 中階專業職級 人數","資訊通訊領域專長 男性 中階專業職級 人數","資訊通訊領域專長 女性 中階專業職級 人數","化工材料領域專長 男性 中階專業職級 人數","36歲以下","化工材料領域專長 女性 中階專業職級 人數","生技醫工領域專長 男性 中階專業職級 人數","生技醫工領域專長 女性 中階專業職級 人數","環工綠能領域專長 男性 中階專業職級 人數","環工綠能領域專長 女性 中階專業職級 人數","機械領域專長 男性 中階專業職級 人數","機械領域專長 女性 中階專業職級 人數","其他領域專長 男性 中階專業職級 人數","其他領域專長 女性 中階專業職級 人數","高階專業職級","土木營建領域專長 男性 高階專業職級 人數","土木營建領域專長 女性 高階專業職級 人數","建築、都市規劃領域專長 男性 高階專業職級 人數","建築、都市規劃領域專長 女性 高階專業職級 人數","電子電機領域專長 男性 高階專業職級 人數","電子電機領域專長 女性 高階專業職級 人數","資訊通訊領域專長 男性 高階專業職級 人數","資訊通訊領域專長 女性 高階專業職級 人數","化工材料領域專長 男性 高階專業職級 人數","化工材料領域專長 女性 高階專業職級 人數","生技醫工領域專長 男性 高階專業職級 人數","生技醫工領域專長 女性 高階專業職級 人數","環工綠能領域專長 男性 高階專業職級 人數","環工綠能領域專長 女性 高階專業職級 人數","機械領域專長 男性 高階專業職級 人數","機械領域專長 女性 高階專業職級 人數","其他領域專長 男性 高階專業職級 人數","其他領域專長 女性 高階專業職級 人數","第三部分：性別相關福利措施，以及轉入工程與科技領域之案例","1. 過去三年間貴單位獲准之育嬰留職停薪人次","男性","106年 請假人次","107年  請假人次","108年 請假人次","女性","106年  請假人次","108年  請假人次","2. 過去三年間貴單位獲准之家庭照謢假人次","3.請勾選貴單位已實施之福利措施，","可複選：","請問哺集乳室共設有幾處？","請說明其他 :","4.貴單位是否有非工程與科技領域背景人員轉任工程職務之事例：","請選擇:","(a) 請問此轉任情況是否是少數個案？","(b) 貴單位是否有鼓勵轉任之機制？若有請說明","5.該少數個案事例：（若有多人請分別填寫）","第一人","1-1. 該轉任是否於貴單位服務期間發生？","1-2 現任工程職務為：","1-3	原專長領域為：","1-4 此轉任事例已於現職服務幾年?","是否有下一位?","第二人","2-1. 該轉任是否於貴單位服務期間發生？","2-2 現任工程職務為：","2-3	原專長領域為：","2-4 此轉任事例已於現職服務幾年?","是否有下一位??","第三人","3-1. 該轉任是否於貴單位服務期間發生？","3-2 現任工程職務為：","3-3	原專長領域為：","3-4 此轉任事例已於現職服務幾年?","是否有下一位??..","第四人","4-1. 該轉任是否於貴單位服務期間發生？","4-2 現任工程職務為：","4-3	原專長領域為：","4-4 此轉任事例已於現職服務幾年?","Submitted Login","Submitted From",
"2019-09-23 08:09:43 +00:00","","","台灣國際造船股份有限公司","2937","土木營建,電子電機,資訊通訊,環工綠能,機械,其他","","造船工程之製造施工等共2577人","","","","6","","102","22","","","4","59","2575","87","","1","","4","4","","","0","1","59","100","","","","2","1","1","0","0","2","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","0","","3","2","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","1處","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.61.177.36",
"2019-09-23 06:55:35 +00:00","","","中龍鋼鐵股份有限公司","3223","土木營建,電子電機,資訊通訊,化工材料,環工綠能,機械","","","","","","6","","106","24","55","","17","131","","133","","0","","4","6","6","","1","1","","47","","","","1","2","3","0","0","0","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","6","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","3","","8","1","","","哺集乳室,育兒津貼,（因照顧家庭因素可申請）彈性工時","2","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.227.201.125",
"2019-09-23 06:19:30 +00:00","","","公路總局第五區養護工程處養護科","18","土木營建","","","","","","10","","","","","","","","","2","","5","","","","","","","","","1","","","","3","2","2","2","","3","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","2","2","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）,育兒津貼","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.205",
"2019-09-23 04:24:00 +00:00","","","交通部鐵道局","296","土木營建,建築、都市規劃,電子電機,資訊通訊,環工綠能,機械","","","","","","75","37","27","2","","","3","12","","21","","23","15","3","1","","","0","0","","77","","","","21","15","8","6","13","12","","","","","","","","","","","","","","","","","","","","3","4","1","1","2","9","","","","","","","","","","","","","","","","","","","","","0","0","5","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","2","3","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.227.60.49",
"2019-09-23 02:08:45 +00:00","","","交通部公路總局第二區養護工程處彰化工務段","50","土木營建","","","","","","12","","","","","","","","","10","","6","","","","","","","","","22","","","","5","","1","1","10","","","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.182",
"2019-09-23 01:49:38 +00:00","","","公路總局第二區養護工程處","153","土木營建","","","","","","28","","","","","","","","","19","","10","","","","","","","","","56","","","","5","5","5","5","55","5","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","5","5","","","哺集乳室","1","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.202",
"2019-09-23 00:58:47 +00:00","","","交通部公路總局第一區養護工程處","10","土木營建","","","","","","4","","","","","","","","","1","","3","","","","","","","","","2","","","","3","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.201",
"2019-09-20 09:12:00 +00:00","","","交通部公路總局第一區養護工程處復興工務段","21","土木營建,電子電機,機械","","","","","","9","","1","","","","","1","","7","","0","","0","","","","","0","","3","","","","1","0","1","2","4","1","","","","","","","","","","","","","","","","","","","","3","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","2","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.181",
"2019-09-20 06:34:08 +00:00","","","交通部公路總局第五區養護工程處-阿里山工務段","29","土木營建","","","","","","16","","","","","","","","","2","","2","","","","","","","","","2","","","","4","2","1","8","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.185",
"2019-09-20 05:28:06 +00:00","","","台灣電力公司北部施工處","241","土木營建,電子電機,機械","","","","","","28","","35","","","","","42","","29","","5","","2","","","","","1","","9","","","","3","2","15","4","0","1","","","","","","","","","","","","","","","","","","","","0","0","3","4","0","1","","","","","","","","","","","","","","","","","","","","","0","4","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","1","2","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","211.21.129.5",
"2019-09-20 03:19:49 +00:00","","","台灣電力公司北部施工處","241","土木營建,電子電機,機械","","","","","","28","","35","","","","","42","","29","","5","","2","","","","","1","","9","","","","3","2","15","4","0","1","","","","","","","","","","","","","","","","","","","","0","0","3","4","0","1","","","","","","","","","","","","","","","","","","","","","0","6","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","211.72.124.239",
"2019-09-20 02:35:46 +00:00","","","交通部公路總局材料試驗所","39","土木營建","","","","","","24","","","","","","","","","7","","2","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.218",
"2019-09-19 09:40:49 +00:00","","","交通部公路總局第三區養護工程處甲仙工務段","30","土木營建","","","","","","20","","","","","","","","","12","","1","","","","","","","","","5","","","","4","3","","","13","","","","","","","","","","","","","","","","","","","","","3","","","","3","","","","","","","","","","","","","","","","","","","","","","1","3","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","女性生理假（不扣薪）,育兒津貼","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.183",
"2019-09-19 09:28:19 +00:00","","","經濟部水利署第一河川局","70","土木營建","","","","","","35","","","","","","","","","15","","6","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.128.66",
"2019-09-19 09:27:28 +00:00","","","交通部公路總局第一區養護工程處景美工務段","26","土木營建","","","","","","10","","","","","","","","","11","","1","","","","","","","","","4","","","","","","","8","2","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.181",
"2019-09-19 09:12:25 +00:00","","","111111111111","10","土木營建","","","","","","1111111111","","","","","","","","","111111111","","11111111111","","","","","","","","","111111111","","","","111111","111","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","哺集乳室,女性生理假（不扣薪）,Third Choice托嬰服務（指設有收托二歲以下兒童之服務機構）,托兒服務（指設有收托二歲至六歲兒童之服務機構）,育兒津貼","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.128.66",
"2019-09-19 08:56:16 +00:00","","","西濱北工處工務段","11","土木營建","","","","","","8","","","","","","","","","","","2","","","","","","","","","1","","","","1","2","","6","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）,育兒津貼","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.214",
"2019-09-19 06:25:44 +00:00","","","交通部公路總局西部濱海公路北區臨時工程處","83","土木營建","","","","","","59","","","","","","","","","7","","7","","","","","","","","","10","","","","6","7","","5","9","31","","","","","","","","","","","","","","","","","","","","","1","","2","1","10","","","","","","","","","","","","","","","","","","","","","7","2","8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","哺集乳室,女性生理假（不扣薪）,Third Choice托嬰服務（指設有收托二歲以下兒童之服務機構）,育兒津貼,（因照顧家庭因素可申請）彈性工時","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.214",
"2019-09-19 06:19:01 +00:00","","","交通部公路總局交通管理組","41","其他","","交通管理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.100",
"2019-09-19 06:07:12 +00:00","","","台電輸變電工程處","146","土木營建","","","","","","9","","","","","","","","","40","","2","","","","","","","","","40","","","","4","0","1","1","2","0","","","","","","","","","","","","","","","","","","","","0","0","0","1","1","1","","","","","","","","","","","","","","","","","","","","","4","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","211.72.124.237",
"2019-09-19 06:00:51 +00:00","","","蘇花公路改善工程處勞安科","4","土木營建","","","","","","3","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","1","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.217",
"2019-09-19 04:15:23 +00:00","","","交通部公路總局蘇花公路改善工程處和平工務段","10","土木營建","","","","","","9","","","","","","","","","","","","","","","","","","","","1","","","","3","2","","1","1","2","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","4","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.217",
"2019-09-19 02:28:59 +00:00","","","交通部公路總局第五區養護工程新營工務段","27","土木營建,電子電機","","","","","","16","","3","","","","","","","2","","5","","0","","","","","","","1","","","","2","","1","1","7","5","","","","","","","","","","","","","","","","","","","","","","1","","5","1","","","","","","","","","","","","","","","","","","","","","2","1","9","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.185",
"2019-09-19 02:01:53 +00:00","","","交通部公路總局蘇花公路改善工程處東澳工務段","3","土木營建","","","","","","2","","","","","","","","","0","","1","","","","","","","","","0","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","哺集乳室,女性生理假（不扣薪）,育兒津貼","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.217",
"2019-09-19 01:54:02 +00:00","","","埔里工務段","32","土木營建","","","","","","19","","","","","","","","","8","","3","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","育兒津貼","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.182",
"2019-09-19 01:52:18 +00:00","","","埔里工務段","32","其他","","辦理文書業務","","","","","","","","","","","","19","8","","","","","","","","","","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.182",
"2019-09-18 10:16:49 +00:00","","","交通部公路總局第三區養護工程處楓港工務段","20","土木營建","","","","","","8","","","","","","","","","11","","1","","","","","","","","","","","","","1","1","","4","1","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.183",
