"Submitted","HTML Block","第一部份：基本資料","1. 性別：","性別 - 其他 - 請說明 :","2. 年齡","3. 最高學歷","最高學歷 - 其他 - 請說明 :","4.	最高學歷畢業校系","5. 最高學歷畢業時間：請填寫西元年","6.	工作年資（因各類原因中斷未就業之時間請扣除，未滿一年請進位為一年計）：）：","(a) 工程與科技領域職務(年)","(b) 非工程與科技領域職務","第二部分：從業現況與職涯發展","7. 是否正在從事工程與科技領域職務（含管理與學術研究）？","8. 您離開工程職務之最主要原因為何？請勾選最主要原因，至多二項。","原因 - 其他（請說明）","9.	請問您目前的工作狀況為何？","請問深造進修中為何系所？","10.	請問您目前服務的職務較接近下列何者？","請問目前受您管理的人員約＿＿人？","11.	您對於現任職務之五年後職涯發展的預期為何？請勾選最有可能的一項。","請說明原因:","12.	請問您所預期的職涯發展，需要哪些配合因素來達成？請勾選最主要因素，至多二項。","其他，請說明","第三部分：職場環境","13.	哪些福利措施最有助於您留在工程與科技領域就業？（不論現在是否有需求皆可選擇，可複選，最多三項）","14.	您服務的單位或待業前服務的單位提供哪些職場相關措施？（可複選）","15.	您認為工程與科技領域最需要改善的性別議題有哪些？請勾選其中最重要的議題，至多三項。","第四部份：性別與職涯發展","16.	在您或您認識的女性身上，性別在工程與科技領域的求學階段有否差異？","我觀察到的差異如下:","較用功或成績較好","較擅長數理學科","動手實驗或實習的機會較少","遇到挫折時較易放棄","較不敢接受挑戰","較容易情緒起伏","較受人際問題干擾","較容易為情所困","還有其他差異?（請說明）","17.	在您或您認識的工程與科技領域女性身上，性別在求職時的職務選擇方面有否差異？","選擇內勤為主的職務","選擇無須出差的職務","選擇無須應酬的職務","選擇無須輪班或值夜班的職務","選擇可兼顧家庭的職務","選擇較有升遷或加薪機會的職務","18.	就您的認知，不同性別在工程與科技領域的求職難易度有否差異？","19.	在您或您認識的女性身上，性別在工程與科技領域的就業過程中存在的差異：（複選，同意即打勾）","其他（請說明）","20.	對您的經驗，不同性別的工程與科技領域主管是否有領導風格的差異（指非因個人而是因為性別所致之差異）？","21.	您個人比較偏好與何種性別工程與科技領域的主管共事？","22.	不同性別工程與科技領域的主管領導風格差異主要顯現在哪些層面？（可複選至多三項）","其他（請說明）：","第五部份：其他意見","歡迎提供意見或建議","Submitted From",
"2019-10-03 00:48:28 +00:00","","","男性","","26~30歲","大學/大專","","國內學校，工程與科技相關領域","2016","","3","0","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","取得更高學歷、證照或其他資格,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","因懷孕或育兒可選擇（非被迫）職務內容之調整,育嬰留職停薪後可確保回復原職,育兒津貼","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","有，我有觀察到差異：","","無差異","男性較有此特質","無差異","無差異","無差異","女性較有此特質","女性較有此特質","女性較有此特質","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","男性較有此傾向","有，女性較男性困難","女性升遷較為困難,女性會因為家庭或其他私人因素而婉拒升遷或接受更重要的工作,分派工作時較不會賦予特定職務或工作條件給女性（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,分派工作時女性較不願意接受特定職務或工作條件（例如但不限於須輪班、值夜班、派駐於工地或製造現場）","","是，有差異","男性","分派工作時的考量點,對時間掌控的能力,懲罰或訓誡部屬的方式","","","","210.71.216.252",
"2019-10-02 10:37:12 +00:00","","","男性","","61~65歲","碩士","","國外學校，工程與科技相關領域","1982","","37","0","","是","","","","","工程與科技領域之管理職務","5","管理職務範圍逐漸擴大，例如受管理人員數增加","","自己主動爭取","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","彈性工時以兼顧家務 (例如可以只上午班或下午班),彈性工作地點以兼顧家務 (例如可部分時間在家工作),合適家庭共同參加之聯誼時間與方式,育嬰留職停薪後可確保回復原職","可帶孩子到工作環境加班或加班時工作環境提供孩子照顧服務,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","118.163.69.181",
"2019-10-02 07:54:22 +00:00","","","男性","","61~65歲","碩士","","國內學校，工程與科技相關領域","1985","","40","0","","是","","","","","工程與科技領域之管理職務","180","在同一職務上","","個人之專業表現,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),育兒津貼","育嬰留職停薪後可確保回復原職,設備完善的哺集乳室","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","210.71.217.243",
"2019-10-02 05:09:45 +00:00","","","男性","","41~45歲","碩士","","國內學校，工程與科技相關領域","2001","","15","0","","是","","","","","工程與科技領域之管理職務","20","繼續擔任非管理職務但從事的規模擴大，例如專案金額提高","","個人之專業表現,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","合適家庭共同參加之聯誼時間與方式,育嬰留職停薪後可確保回復原職,設備完善的哺集乳室,育兒津貼","面試標準、升遷制度與工作分派制度無性別差異,彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","210.71.216.244",
"2019-10-02 04:33:09 +00:00","","","男性","","31~35歲","大學/大專","","國內學校，工程與科技相關領域","2009","","8","工程師","","是","","","","","自行創業或自行開業之技師","","由管理職務轉換為非管理職務","","取得更高學歷、證照或其他資格","","","合適家庭共同參加之聯誼時間與方式","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","面試標準、升遷制度與工作分派制度無性別差異","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","223.137.147.183",
"2019-10-02 03:47:59 +00:00","","","男性","","41~45歲","碩士","","國內學校，工程與科技相關領域","2005","","10","1","","是","","","","","工程與科技領域之非管理職務","","同等級職務之部門轉換","","個人之專業表現,上司/長官青睞與同事之人際關係","","","因懷孕或育兒可選擇（非被迫）職務內容之調整,托嬰服務（指於單位內部設有收托二歲以下兒童之服務機構）,托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","育嬰留職停薪後可確保回復原職,育兒津貼","面試標準、升遷制度與工作分派制度無性別差異,配合懷孕與育嬰需求之女性友善硬體環境","","有，我有觀察到差異：","","女性較有此特質","男性較有此特質","無差異","無差異","無差異","女性較有此特質","無差異","無差異","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","有，女性較男性容易","女性升遷較為容易,分派工作時較不會賦予特定職務或工作條件給女性（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,分派工作時女性較不願意接受特定職務或工作條件（例如但不限於須輪班、值夜班、派駐於工地或製造現場）","","是，有差異","無性別偏好","與屬下間相處的態度,管理方式,溝通方式偏好（例如透過面對面溝通、簡訊或訊息、email等）","","","","210.71.217.251",
"2019-10-02 03:32:13 +00:00","","","男性","","36~40歲","碩士","","國內學校，工程與科技相關領域","2006","","11","0","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","個人之專業表現,自己主動爭取","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）","","沒有接觸經驗，無法回答","","","","","","","","","","","","","","","","","","","","","","","","","","","223.137.214.242",
"2019-10-02 02:31:45 +00:00","","","男性","","56~60歲","碩士","","國外學校，工程與科技相關領域","1980","","25","5","","是","","","","","工程與科技領域之管理職務","5","在同一職務上","","個人之專業表現","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","因懷孕或育兒可選擇（非被迫）職務內容之調整,育嬰留職停薪後可確保回復原職,設備完善的哺集乳室","面試標準、升遷制度與工作分派制度無性別差異,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","210.71.216.244",
"2019-10-02 01:52:45 +00:00","","","男性","","36~40歲","碩士","","國內學校，工程與科技相關領域","2010","","10","0","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","公司/機構制度穩定，只要沒有犯錯自然可以達成,上司/長官青睞與同事之人際關係","","","育兒津貼,托嬰服務（指於單位內部設有收托二歲以下兒童之服務機構）,托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","育嬰留職停薪後可確保回復原職,育兒津貼","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 ),無，沒必要改善  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","210.71.216.252",
"2019-10-02 01:18:17 +00:00","","","女性","","46~50歲","碩士","","國內學校，工程與科技相關領域","1994","","26","0","","是","","","","","工程與科技領域之管理職務","12","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,上司/長官青睞與同事之人際關係","不知道，以個人來說以上都沒享受過。","","彈性工作地點 (例如可部分時間在家工作)","其他，請說明","可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）,無性騷擾或具備性別平等觀念之環境","","有，我有觀察到差異：","","女性較有此特質","女性較有此特質","無差異","無差異","無差異","無差異","無差異","無差異","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","男性較有此傾向","否，沒有差異","女性升遷較為困難,女性會因為家庭或其他私人因素而婉拒升遷或接受更重要的工作,分派工作時較不會賦予特定職務或工作條件給女性（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,分派工作時女性較不願意接受特定職務或工作條件（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,在相同條件或資格下女性比較不會被分配到重要的工作,其他，","在相同條件或資格下女性比較不會被分配到重要的工作<--這項其實很難被證明，因為有些升遷是主觀而沒有道理的。","是，有差異","無性別偏好","與屬下間相處的態度,懲罰或訓誡部屬的嚴厲程度","","","","60.248.56.55",
"2019-10-02 01:06:38 +00:00","","","男性","","26~30歲","碩士","","國內學校，工程與科技相關領域","2015","","3","0","","是","","","","","工程與科技領域之非管理職務","","同等級職務之部門轉換","","個人之專業表現,自己主動爭取","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","育兒津貼","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","211.21.129.5",
"2019-10-02 01:05:09 +00:00","","","男性","","46~50歲","大學/大專","","國內學校，工程與科技相關領域","1994","","23","0","","是","","","","","工程與科技領域之非管理職務","","離職 (請說明原因)","個人因素","自己主動爭取","","","彈性工時 (例如可以只上午班或下午班)","因懷孕或育兒可選擇（非被迫）職務內容之調整,育嬰留職停薪後可確保回復原職,育兒津貼","可帶孩子到工作環境加班或加班時工作環境提供孩子照顧服務","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","210.71.217.252",
"2019-10-02 01:04:28 +00:00","","","男性","","31~35歲","碩士","","國內學校，工程與科技相關領域","2009","","9","0","","是","","","","","工程與科技領域之非管理職務","","同等級職務之部門轉換","","個人之專業表現,自己主動爭取","","","合適家庭共同參加之聯誼時間與方式,育嬰留職停薪後可確保回復原職,育兒津貼","合適家庭共同參加之聯誼時間與方式,育嬰留職停薪後可確保回復原職,育兒津貼","面試標準、升遷制度與工作分派制度無性別差異,可帶孩子到工作環境加班或加班時工作環境提供孩子照顧服務","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","210.71.217.243",
